Year,Model,Total_Price(RM),Price_per_month(RM),Mileage(km),Transmission,Location,Highlight,URL,Brand
2023,corolla cross hybrid 1.8,111000.0,1173.0,47356.0,A,"carsome pj automall, selangor 14,748.1 km
          away",compact suv,https://www.carsome.my/buy-car/toyota/corolla-cross/2023-toyota-corolla-cross-hybrid-1.8/cgyr400,Toyota
2019,myvi h 1.5,41800.0,447.0,112496.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2019-perodua-myvi-h-1.5/ckoq400,Perodua
2019,myvi x 1.3,37400.0,410.0,76343.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2019-perodua-myvi-x-1.3/cpwp400,Perodua
2020,city e i-vtec 1.5,60900.0,662.0,73429.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",daily drive,https://www.carsome.my/buy-car/honda/city/2020-honda-city-e-i-vtec-1.5/cxpp400,Honda
2020,city v i-vtec 1.5,63900.0,700.0,85873.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",daily drive,https://www.carsome.my/buy-car/honda/city/2020-honda-city-v-i-vtec-1.5/cdhm400,Honda
2014,jazz i-vtec 1.5,36800.0,500.0,114428.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",daily drive,https://www.carsome.my/buy-car/honda/jazz/2014-honda-jazz-i-vtec-1.5/c4rp400,Honda
2017,myvi av 1.5,39900.0,502.0,120139.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2017-perodua-myvi-av-1.5/c9lq400,Perodua
2020,persona premium 1.6,34000.0,345.0,73397.0,A,"carsome showroom kota kinabalu, sabah 13,814.5 km
          away",national daily drive,https://www.carsome.my/buy-car/proton/persona/2020-proton-persona-premium-1.6/cm9s400,Proton
2021,axia gxtra 1.0,32400.0,340.0,42081.0,A,"carsome showroom kuching, sarawak 14,543.4 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/axia/2021-perodua-axia-gxtra-1.0/c6mr400,Perodua
2019,hr-v i-vtec v 1.8,70000.0,752.0,100820.0,A,"carsome showroom kota bharu, kelantan 14,408.9 km
          away",compact suv,https://www.carsome.my/buy-car/honda/hr-v/2019-honda-hr-v-i-vtec-v-1.8/ca8q400,Honda
2017,vios j 1.5,45800.0,584.0,124652.0,A,"carsome showroom kuching, sarawak 14,543.4 km
          away",daily drive,https://www.carsome.my/buy-car/toyota/vios/2017-toyota-vios-j-1.5/cv0s400,Toyota
2020,myvi av 1.5,46600.0,502.0,91030.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2020-perodua-myvi-av-1.5/c4pr400,Perodua
2022,x50 premium 1.5,68400.0,750.0,51995.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",compact suv,https://www.carsome.my/buy-car/proton/x50/2022-proton-x50-premium-1.5/cpeq400,Proton
2018,bezza advance premium 1.3,35900.0,431.0,92320.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/bezza/2018-perodua-bezza-advance-premium-1.3/cbtr400,Perodua
2018,bezza x premium 1.3,33400.0,401.0,92050.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/bezza/2018-perodua-bezza-x-premium-1.3/cxao400,Perodua
2022,hr-v s 1.5,89400.0,951.0,51703.0,A,"carsome showroom chan sow lin, kuala lumpur 14,744.2 km
          away",compact suv,https://www.carsome.my/buy-car/honda/hr-v/2022-honda-hr-v-s-1.5/cchp400,Honda
2018,cr-v tc vtec 1.5,85800.0,1007.0,83417.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",compact suv,https://www.carsome.my/buy-car/honda/cr-v/2018-honda-cr-v-tc-vtec-1.5/cdnq400,Honda
2017,bezza advance premium 1.3,33000.0,440.0,109840.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/bezza/2017-perodua-bezza-advance-premium-1.3/cqnr400,Perodua
2017,axia g 1.0,27400.0,332.0,130527.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/axia/2017-perodua-axia-g-1.0/cm5p400,Perodua
2020,myvi av 1.5,46600.0,502.0,83007.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2020-perodua-myvi-av-1.5/c8is400,Perodua
2018,3 skyactiv-g high 2.0,68900.0,778.0,111982.0,A,"carsome showroom chan sow lin, kuala lumpur 14,744.2 km
          away",upgrade daily drive,https://www.carsome.my/buy-car/mazda/3/2018-mazda-3-skyactiv-g-high-2.0/cjdr400,Mazda
2021,axia gxtra 1.0,33000.0,340.0,53295.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/axia/2021-perodua-axia-gxtra-1.0/c99s400,Perodua
2021,myvi av 1.5,46900.0,514.0,43626.0,A,"carsome showroom alor setar, kedah 14,468.6 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2021-perodua-myvi-av-1.5/ca1s400,Perodua
2019,myvi g 1.3,37400.0,403.0,51975.0,A,"carsome showroom melaka, melaka 14,822.0 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2019-perodua-myvi-g-1.3/cpds400,Perodua
2022,xpander 1.5,74400.0,789.0,60511.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",family drive,https://www.carsome.my/buy-car/mitsubishi/xpander/2022-mitsubishi-xpander--1.5/ccdr400,Mitsubishi
2017,axia g 1.0,27400.0,344.0,135210.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/axia/2017-perodua-axia-g-1.0/cjfr400,Perodua
2020,city e i-vtec 1.5,60400.0,625.0,98592.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",daily drive,https://www.carsome.my/buy-car/honda/city/2020-honda-city-e-i-vtec-1.5/cuvq400,Honda
2017,axia se 1.0,28900.0,386.0,79938.0,A,"carsome showroom melaka, melaka 14,822.0 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/axia/2017-perodua-axia-se-1.0/c8dr400,Perodua
2019,hilux l-edition dual cab 2.8,100800.0,1085.0,155730.0,A,"carsome showroom kuching, sarawak 14,543.4 km
          away",adventure,https://www.carsome.my/buy-car/toyota/hilux/2019-toyota-hilux-l-edition-dual-cab-2.8/cykt400,Toyota
2021,jazz e i-vtec 1.5,68400.0,750.0,70335.0,A,"carsome pj automall, selangor 14,748.1 km
          away",daily drive,https://www.carsome.my/buy-car/honda/jazz/2021-honda-jazz-e-i-vtec-1.5/co3q400,Honda
2019,yaris g 1.5,58400.0,640.0,109348.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",daily drive,https://www.carsome.my/buy-car/toyota/yaris/2019-toyota-yaris-g-1.5/c5tq400,Toyota
2017,br-v v i-vtec 1.5,45000.0,560.0,150669.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",family drive,https://www.carsome.my/buy-car/honda/br-v/2017-honda-br-v-v-i-vtec-1.5/cv4s400,Honda
2018,bezza x premium 1.3,33900.0,407.0,85519.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/bezza/2018-perodua-bezza-x-premium-1.3/cy0r400,Perodua
2020,myvi av 1.5,46600.0,492.0,84852.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2020-perodua-myvi-av-1.5/cdas400,Perodua
2018,hr-v i-vtec s 1.8,51000.0,612.0,117197.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",compact suv,https://www.carsome.my/buy-car/honda/hr-v/2018-honda-hr-v-i-vtec-s-1.8/coor400,Honda
2016,alza ez 1.5,34900.0,459.0,144788.0,A,"carsome pj automall, selangor 14,748.1 km
          away",family drive,https://www.carsome.my/buy-car/perodua/alza/2016-perodua-alza-ez-1.5/c3vp400,Perodua
2018,alza ez 1.5,43000.0,490.0,140660.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",family drive,https://www.carsome.my/buy-car/perodua/alza/2018-perodua-alza-ez-1.5/cmgr400,Perodua
2019,city v i-vtec 1.5,58400.0,640.0,105515.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",daily drive,https://www.carsome.my/buy-car/honda/city/2019-honda-city-v-i-vtec-1.5/cn5p400,Honda
2021,yaris g 1.5,61900.0,667.0,82577.0,A,"carsome showroom kota kinabalu, sabah 13,814.5 km
          away",daily drive,https://www.carsome.my/buy-car/toyota/yaris/2021-toyota-yaris-g-1.5/cq3u400,Toyota
2021,hr-v i-vtec e 1.8,74400.0,767.0,60473.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",compact suv,https://www.carsome.my/buy-car/honda/hr-v/2021-honda-hr-v-i-vtec-e-1.8/cyzr400,Honda
2019,saga premium 1.3,35000.0,384.0,30300.0,A,"carsome showroom kota kinabalu, sabah 10,512.9 km
          away",national daily drive,https://www.carsome.my/buy-car/proton/saga/2019-proton-saga-premium-1.3/cc7r400,Proton
2020,saga anniversary edition 1.3,37500.0,411.0,56284.0,A,"carsome showroom kota kinabalu, sabah 10,512.9 km
          away",national daily drive,https://www.carsome.my/buy-car/proton/saga/2020-proton-saga-anniversary-edition-1.3/cxlq400,Proton
2014,accord i-vtec 2.4,39900.0,542.0,164348.0,A,"carsome showroom chan sow lin, kuala lumpur 14,744.2 km
          away",executive,https://www.carsome.my/buy-car/honda/accord/2014-honda-accord-i-vtec-2.4/cnxr400,Honda
2018,jazz v i-vtec 1.5,61900.0,718.0,96392.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",daily drive,https://www.carsome.my/buy-car/honda/jazz/2018-honda-jazz-v-i-vtec-1.5/ct6t400,Honda
2022,ativa av 1.0,62100.0,656.0,60596.0,A,"carsome showroom alor setar, kedah 14,468.6 km
          away",compact suv,https://www.carsome.my/buy-car/perodua/ativa/2022-perodua-ativa-av-1.0/co4s400,Perodua
2016,bezza advance premium 1.3,30900.0,420.0,82263.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/bezza/2016-perodua-bezza-advance-premium-1.3/cker400,Perodua
2018,bezza g standard 1.0,29400.0,353.0,100726.0,A,"carsome pj automall, selangor 14,748.1 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/bezza/2018-perodua-bezza-g-standard-1.0/crsr400,Perodua
2020,myvi av 1.5,47400.0,502.0,74538.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2020-perodua-myvi-av-1.5/cwss400,Perodua
2017,bezza x premium 1.3,31400.0,399.0,130050.0,A,"carsome pj automall, selangor 14,748.1 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/bezza/2017-perodua-bezza-x-premium-1.3/cgqs400,Perodua
2018,xv p 2.0,58900.0,672.0,118187.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",compact suv,https://www.carsome.my/buy-car/subaru/xv/2018-subaru-xv-p-2.0/ckxq400,Subaru
2023,myvi av 1.5,53900.0,581.0,20436.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2023-perodua-myvi-av-1.5/cu0s400,Perodua
2017,axia advance 1.0,29400.0,380.0,130790.0,A,"carsome pj automall, selangor 14,748.1 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/axia/2017-perodua-axia-advance-1.0/coxr400,Perodua
2021,corolla cross v 1.8,95800.0,1040.0,79602.0,A,"carsome showroom chan sow lin, kuala lumpur 14,744.2 km
          away",compact suv,https://www.carsome.my/buy-car/toyota/corolla-cross/2021-toyota-corolla-cross-v-1.8/cupu400,Toyota
2018,axia g 1.0,28000.0,336.0,120255.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/axia/2018-perodua-axia-g-1.0/cnjs400,Perodua
2017,axia g 1.0,27400.0,365.0,110845.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/axia/2017-perodua-axia-g-1.0/cx8t400,Perodua
2018,axia g 1.0,28400.0,336.0,81356.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/axia/2018-perodua-axia-g-1.0/cwvs400,Perodua
2017,axia g 1.0,27400.0,365.0,111809.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/axia/2017-perodua-axia-g-1.0/cgru400,Perodua
2017,vios e 1.5,47400.0,600.0,123610.0,A,"carsome showroom melaka, melaka 14,822.0 km
          away",daily drive,https://www.carsome.my/buy-car/toyota/vios/2017-toyota-vios-e-1.5/cdeq400,Toyota
2022,ativa av 1.0,62100.0,656.0,58228.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",compact suv,https://www.carsome.my/buy-car/perodua/ativa/2022-perodua-ativa-av-1.0/cj0s400,Perodua
2023,x50 premium 1.5,76900.0,843.0,25535.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",compact suv,https://www.carsome.my/buy-car/proton/x50/2023-proton-x50-premium-1.5/ch2v400,Proton
2023,alza av 1.5,72400.0,793.0,31511.0,A,"carsome showroom melaka, melaka 14,822.0 km
          away",family drive,https://www.carsome.my/buy-car/perodua/alza/2023-perodua-alza-av-1.5/cl2s400,Perodua
2022,hr-v v 1.5,106500.0,1145.0,50373.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",compact suv,https://www.carsome.my/buy-car/honda/hr-v/2022-honda-hr-v-v-1.5/ck3r400,Honda
2022,alza av 1.5,71400.0,782.0,58758.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",family drive,https://www.carsome.my/buy-car/perodua/alza/2022-perodua-alza-av-1.5/c9pt400,Perodua
2016,myvi advance 1.5,34800.0,462.0,124495.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2016-perodua-myvi-advance-1.5/cobr400,Perodua
2018,x70 tgdi executive 1.8,50900.0,611.0,91533.0,A,"carsome pj automall, selangor 14,748.1 km
          away",compact suv,https://www.carsome.my/buy-car/proton/x70/2018-proton-x70-tgdi-executive-1.8/cout400,Proton
2022,saga premium s 1.3,36000.0,389.0,53276.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",national daily drive,https://www.carsome.my/buy-car/proton/saga/2022-proton-saga-premium-s-1.3/ccmu400,Proton
2022,axia advance 1.0,39400.0,410.0,30331.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/axia/2022-perodua-axia-advance-1.0/cgkv400,Perodua
2023,vios g 1.5,78900.0,865.0,38715.0,A,"carsome showroom chan sow lin, kuala lumpur 14,744.2 km
          away",daily drive,https://www.carsome.my/buy-car/toyota/vios/2023-toyota-vios-g-1.5/ck3v400,Toyota
2020,axia gxtra 1.0,32000.0,343.0,91509.0,A,"carsome showroom chan sow lin, kuala lumpur 14,744.2 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/axia/2020-perodua-axia-gxtra-1.0/cxbs400,Perodua
2021,x70 tgdi executive 1.8,63900.0,658.0,76199.0,A,"carsome showroom sitiawan, perak 14,662.1 km
          away",compact suv,https://www.carsome.my/buy-car/proton/x70/2021-proton-x70-tgdi-executive-1.8/crlq400,Proton
2018,serena s-hybrid high-way star 2.0,76900.0,923.0,61543.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",family drive,https://www.carsome.my/buy-car/nissan/serena/2018-nissan-serena-s-hybrid-high-way-star-2.0/cyor400,Nissan
2019,alza se 1.5,48400.0,521.0,108721.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",family drive,https://www.carsome.my/buy-car/perodua/alza/2019-perodua-alza-se-1.5/c4xu400,Perodua
2022,serena s-hybrid high-way star premium 2.0,117400.0,1214.0,54689.0,A,"carsome pj automall, selangor 14,748.1 km
          away",family drive,https://www.carsome.my/buy-car/nissan/serena/2022-nissan-serena-s-hybrid-high-way-star-premium-2.0/cy5t400,Nissan
2018,civic s i-vtec 1.8,71900.0,863.0,110584.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",upgrade daily drive,https://www.carsome.my/buy-car/honda/civic/2018-honda-civic-s-i-vtec-1.8/ciuv400,Honda
2020,myvi av 1.5,46600.0,502.0,62686.0,A,"carsome showroom chan sow lin, kuala lumpur 14,744.2 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2020-perodua-myvi-av-1.5/cx9s400,Perodua
2020,myvi av 1.5,47400.0,502.0,63161.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2020-perodua-myvi-av-1.5/c2ft400,Perodua
2017,camry g x 2.0,85400.0,1122.0,132229.0,A,"carsome pj automall, selangor 14,748.1 km
          away",executive,https://www.carsome.my/buy-car/toyota/camry/2017-toyota-camry-g-x-2.0/c2mt400,Toyota
2017,bezza advance premium 1.3,33900.0,452.0,81892.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/bezza/2017-perodua-bezza-advance-premium-1.3/cpes400,Perodua
2023,ativa h 1.0,60000.0,648.0,40216.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",compact suv,https://www.carsome.my/buy-car/perodua/ativa/2023-perodua-ativa-h-1.0/cbds400,Perodua
2016,vios j 1.5,44400.0,581.0,90549.0,A,"carsome showroom melaka, melaka 14,822.0 km
          away",daily drive,https://www.carsome.my/buy-car/toyota/vios/2016-toyota-vios-j-1.5/cnzq400,Toyota
2020,alza advance 1.5,55400.0,591.0,108371.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",family drive,https://www.carsome.my/buy-car/perodua/alza/2020-perodua-alza-advance-1.5/ca4r400,Perodua
2019,myvi av 1.5,44400.0,469.0,81245.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2019-perodua-myvi-av-1.5/c09s400,Perodua
2021,cx-5 skyactiv-g high 2.0,103800.0,1137.0,81973.0,A,"carsome showroom chan sow lin, kuala lumpur 14,744.2 km
          away",compact suv,https://www.carsome.my/buy-car/mazda/cx-5/2021-mazda-cx-5-skyactiv-g-high-2.0/c10t400,Mazda
2019,city v i-vtec 1.5,58900.0,636.0,72340.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",daily drive,https://www.carsome.my/buy-car/honda/city/2019-honda-city-v-i-vtec-1.5/cn0u400,Honda
2018,cr-v tc vtec 1.5,85800.0,1007.0,98352.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",compact suv,https://www.carsome.my/buy-car/honda/cr-v/2018-honda-cr-v-tc-vtec-1.5/c7qs400,Honda
2013,vios trd sportivo 1.5,37800.0,553.0,156544.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",daily drive,https://www.carsome.my/buy-car/toyota/vios/2013-toyota-vios-trd-sportivo-1.5/cmjq400,Toyota
2022,myvi av 1.5,52900.0,580.0,56554.0,A,"carsome showroom sitiawan, perak 14,662.1 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2022-perodua-myvi-av-1.5/ciyt400,Perodua
2020,axia gxtra 1.0,32400.0,355.0,58129.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/axia/2020-perodua-axia-gxtra-1.0/cjct400,Perodua
2018,alza ez 1.5,42900.0,509.0,136885.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",family drive,https://www.carsome.my/buy-car/perodua/alza/2018-perodua-alza-ez-1.5/cdst400,Perodua
2016,3 skyactiv-g high 2.0,47900.0,636.0,138496.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",upgrade daily drive,https://www.carsome.my/buy-car/mazda/3/2016-mazda-3-skyactiv-g-high-2.0/c2pr400,Mazda
2018,bezza advance premium 1.3,35900.0,418.0,62120.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/bezza/2018-perodua-bezza-advance-premium-1.3/c14t400,Perodua
